"brand","title","price","url"
"Asics","Zapatos Asics GEL-Nagoya 4 Black/Pure Silver Hombre","41.96","https://fitpoint.ec/zapatos-asics-gel-nagoya-4-black-pure-silver-hombre-1011b528-002-asi-022.html"
"Asics","Zapatos Asics Streetwise Hombre","25.96","https://fitpoint.ec/zapatos-asics-streetwise-hombre-1201a280-403-asi-084.html"
"Asics","Zapatos Asics Streetwise Metropolis Hombre","25.96","https://fitpoint.ec/zapatos-asics-streetwise-metropolis-hombre-1201a280-025-asi-094.html"
"Asics","Zapatos Asics Japan S Pf White/Lilac Hint Mujer","47.96","https://fitpoint.ec/zapatos-asics-japan-s-pf-white-lilac-hint-mujer-1202a406-106-asi-230.html"
"Asics","Zapatos Asics Tiger Runner II White/Birch Mujer","42.00","https://fitpoint.ec/zapatos-asics-tiger-runner-ii-white-birch-mujer-1202a400-101-asi-232.html"
"Asics","Zapatos Asics Japan S Pf White/Vanilla Mujer","41.96","https://fitpoint.ec/zapatos-asics-japan-s-pf-white-vanilla-mujer-1202a361-101-asi-027.html"
"Asics","Zapatos Asics Japan S Pf White/Lilac Hint Mujer","46.00","https://fitpoint.ec/zapatos-asics-japan-s-pf-white-lilac-hint-mujer-1202a360-108-asi-230.html"
"Asics","Zapatos Asics Streetwise Steel Grey/Sun Coral Mujer","28.00","https://fitpoint.ec/zapatos-asics-streetwise-steel-grey-sun-coral-mujer-1202a183-102-asi-227.html"
"Asics","Zapatos Asics Streetwise Black/Pure Silver Mujer","27.97","https://fitpoint.ec/zapatos-asics-streetwise-black-pure-silver-mujer-1202a183-005-asi-022.html"
"Asics","Zapatos Asics GEL-Kamo 2 Magnetic Blue/Brilliant White Hombre","37.96","https://fitpoint.ec/zapatos-asics-gel-kamo-2-magnetic-blue-brilliant-white-hombre-1201a839-400-asi-140.html"
"Champion","Short Champion Graphic Everyday Hombre","13.96","https://fitpoint.ec/short-champion-graphic-everyday-hombre-g856h-g61-ch-004.html"
"Champion","Jogger Champion Powerblend Graphic Hombre","25.96","https://fitpoint.ec/jogger-champion-powerblend-graphic-hombre-gf22h-0oc-ch-004.html"
"Champion","Jogger Champion Powerblend Graphic Hombre","25.96","https://fitpoint.ec/jogger-champion-powerblend-graphic-hombre-gf22h-1ic-ch-003.html"
"Champion","Jogger Champion Powerblend Graphic Hombre","25.96","https://fitpoint.ec/jogger-champion-powerblend-graphic-hombre-gf22h-5ec-ch-007.html"
"Champion","Jogger Champion Powerblend Graphic Hombre","25.96","https://fitpoint.ec/jogger-champion-powerblend-graphic-hombre-gf22h-bkc-ch-001.html"
"Champion","Jogger Champion Powerblend Graphic Hombre","25.96","https://fitpoint.ec/jogger-champion-powerblend-graphic-hombre-gf22h-nyc-ch-002.html"
"Champion","Buzo Champion Powerblend Graphic Hombre","25.96","https://fitpoint.ec/buzo-champion-powerblend-graphic-hombre-gf88h-5ec-ch-007.html"
"Champion","Jogger Champion Graphic Everyday Hombre","21.96","https://fitpoint.ec/jogger-champion-graphic-everyday-hombre-gp08h-003-ch-001.html"
"Champion","Jogger Champion Graphic Everyday Hombre","21.96","https://fitpoint.ec/jogger-champion-graphic-everyday-hombre-gp08h-031-ch-002.html"
"Champion","Jogger Champion Graphic Everyday Hombre","21.96","https://fitpoint.ec/jogger-champion-graphic-everyday-hombre-gp08h-806-ch-003.html"
"Champion","Jogger Champion Graphic Everyday Hombre","21.96","https://fitpoint.ec/jogger-champion-graphic-everyday-hombre-gp08h-g61-ch-004.html"
"Champion","Camiseta Champion Graphic Tee Hombre","13.96","https://fitpoint.ec/camiseta-champion-graphic-tee-hombre-gt23h-003-ch-001.html"
"Champion","Camiseta Champion Graphic Tee Hombre","13.96","https://fitpoint.ec/camiseta-champion-graphic-tee-hombre-gt23h-029-ch-012.html"
"Champion","Camiseta Champion Graphic Tee Hombre","13.96","https://fitpoint.ec/camiseta-champion-graphic-tee-hombre-gt23h-031-ch-002.html"
"Champion","Camiseta Champion Graphic Tee Hombre","13.96","https://fitpoint.ec/camiseta-champion-graphic-tee-hombre-gt23h-806-ch-003.html"
"Champion","Camiseta Champion Graphic Tee Hombre","13.96","https://fitpoint.ec/camiseta-champion-graphic-tee-hombre-gt23h-g61-ch-004.html"
"Champion","Camiseta Champion Graphic Tee Hombre","13.96","https://fitpoint.ec/camiseta-champion-graphic-tee-hombre-gt23h-gux-ch-007.html"
"Champion","Short Champion Graphic Everyday Hombre","13.96","https://fitpoint.ec/short-champion-graphic-everyday-hombre-g856h-003-ch-001.html"
"Champion","Buzo Champion Powerblend Graphic Crew Hombre","24.47","https://fitpoint.ec/buzo-champion-powerblend-graphic-crew-hombre-gf88h-y08160-5.html"
"Champion","Pantalon Champion Oversize Hombre","27.96","https://fitpoint.ec/pantalon-champion-oversize-hombre-p2930-5864qb-1.html"
"Champion","Pantalon Champion Oversize Hombre","27.96","https://fitpoint.ec/pantalon-champion-oversize-hombre-p2930-5864qb-2.html"
"Champion","Short Champion Powerblend Fleece Hombre","17.96","https://fitpoint.ec/short-champion-powerblend-fleece-hombre-84738-549314-1.html"
"Champion","Short Champion Powerblend Fleece Hombre","17.96","https://fitpoint.ec/short-champion-powerblend-fleece-hombre-84738-549314-2.html"
"Champion","Short Champion Powerblend Fleece Hombre","17.96","https://fitpoint.ec/short-champion-powerblend-fleece-hombre-84738-549314-3.html"
"Champion","Short Champion Powerblend Fleece Hombre","17.96","https://fitpoint.ec/short-champion-powerblend-fleece-hombre-84738-549314-4.html"
"Champion","Short Champion Powerblend Fleece Hombre","17.96","https://fitpoint.ec/short-champion-powerblend-fleece-hombre-84738-549314-5.html"
"Champion","Short Champion Attack Hombre","25.96","https://fitpoint.ec/short-champion-attack-hombre-896542-407q88-1.html"
"Champion","Short Champion Attack Hombre","25.96","https://fitpoint.ec/short-champion-attack-hombre-896542-407q88-2.html"
"Champion","Hoodie Champion Powerblend Relaxed Mujer","25.96","https://fitpoint.ec/hoodie-champion-powerblend-relaxed-mujer-gf536-586axc-1.html"
"Champion","Hoodie Champion Powerblend Relaxed Mujer","27.96","https://fitpoint.ec/hoodie-champion-powerblend-relaxed-mujer-gf536-586pmb-4.html"
"Champion","Hoodie Champion Powerblend Relaxed Mujer","27.96","https://fitpoint.ec/hoodie-champion-powerblend-relaxed-mujer-gf536-586pmb-7.html"
"Champion","Hoodie Champion Powerblend Relaxed Mujer","27.96","https://fitpoint.ec/hoodie-champion-powerblend-relaxed-mujer-gf536-y08113-1.html"
"Champion","Buzo Champion Powerblend Graphic Crew Hombre","24.47","https://fitpoint.ec/buzo-champion-powerblend-graphic-crew-hombre-gf88h-5864cb-1.html"
"Champion","Buzo Champion Powerblend Graphic Crew Hombre","24.47","https://fitpoint.ec/buzo-champion-powerblend-graphic-crew-hombre-gf88h-586a8c-2.html"
"Champion","Buzo Champion Powerblend Graphic Crew Hombre","24.47","https://fitpoint.ec/buzo-champion-powerblend-graphic-crew-hombre-gf88h-586x9b-1.html"
"Champion","Buzo Champion Powerblend Graphic Crew Hombre","24.47","https://fitpoint.ec/buzo-champion-powerblend-graphic-crew-hombre-gf88h-586x9b-3.html"
"Champion","Buzo Champion Powerblend Graphic Crew Hombre","24.47","https://fitpoint.ec/buzo-champion-powerblend-graphic-crew-hombre-gf88h-y06794-1.html"
"Champion","Buzo Champion Powerblend Graphic Crew Hombre","22.72","https://fitpoint.ec/buzo-champion-powerblend-graphic-crew-hombre-gf88h-y06794-2.html"
"Champion","Buzo Champion Powerblend Graphic Crew Hombre","22.72","https://fitpoint.ec/buzo-champion-powerblend-graphic-crew-hombre-gf88h-y06794-4.html"
"Champion","Buzo Champion Powerblend Graphic Crew Hombre","22.72","https://fitpoint.ec/buzo-champion-powerblend-graphic-crew-hombre-gf88h-y06794-5.html"
"Champion","Buzo Champion Powerblend Graphic Crew Hombre","24.47","https://fitpoint.ec/buzo-champion-powerblend-graphic-crew-hombre-gf88h-y07718-1.html"
"Champion","Buzo Champion Powerblend Graphic Crew Hombre","24.47","https://fitpoint.ec/buzo-champion-powerblend-graphic-crew-hombre-gf88h-y08160-1.html"
"Champion","Buzo Champion Powerblend Graphic Crew Hombre","24.47","https://fitpoint.ec/buzo-champion-powerblend-graphic-crew-hombre-gf88h-y08160-2.html"
"Champion","Buzo Champion Powerblend Graphic Crew Hombre","24.47","https://fitpoint.ec/buzo-champion-powerblend-graphic-crew-hombre-gf88h-y08160-3.html"
"Champion","Buzo Champion Powerblend Graphic Crew Hombre","24.47","https://fitpoint.ec/buzo-champion-powerblend-graphic-crew-hombre-gf88h-y08160-4.html"
"Champion","Buzo Champion Powerblend Graphic Crew Hombre","24.47","https://fitpoint.ec/buzo-champion-powerblend-graphic-crew-hombre-gf88h-y08160-6.html"
"Champion","Hoodie Champion Powerblend Graphic Hombre","32.45","https://fitpoint.ec/hoodie-champion-powerblend-graphic-hombre-gf89h-58637b-1.html"
"Champion","Hoodie Champion Powerblend Graphic Hombre","25.96","https://fitpoint.ec/hoodie-champion-powerblend-graphic-hombre-gf89h-58637b-2.html"
"Champion","Hoodie Champion Powerblend Graphic Hombre","32.45","https://fitpoint.ec/hoodie-champion-powerblend-graphic-hombre-gf89h-58638b-1.html"
"Champion","Hoodie Champion Powerblend Graphic Hombre","32.45","https://fitpoint.ec/hoodie-champion-powerblend-graphic-hombre-gf89h-58639b-2.html"
"Champion","Hoodie Champion Powerblend Graphic Hombre","25.96","https://fitpoint.ec/hoodie-champion-powerblend-graphic-hombre-gf89h-58639b-3.html"
"Champion","Hoodie Champion Powerblend Graphic Hombre","25.96","https://fitpoint.ec/hoodie-champion-powerblend-graphic-hombre-gf89h-586yab-4.html"
"Champion","Hoodie Champion Powerblend Graphic Hombre","25.96","https://fitpoint.ec/hoodie-champion-powerblend-graphic-hombre-gf89h-586yab-5.html"
"Champion","Hoodie Champion Powerblend Graphic Hombre","27.96","https://fitpoint.ec/hoodie-champion-powerblend-graphic-hombre-gf89h-y06794-2.html"
"Champion","Hoodie Champion Powerblend Graphic Hombre","25.96","https://fitpoint.ec/hoodie-champion-powerblend-graphic-hombre-gf89h-y06794-3.html"
"Champion","Hoodie Champion Powerblend Graphic Hombre","27.96","https://fitpoint.ec/hoodie-champion-powerblend-graphic-hombre-gf89h-y06794-4.html"
"Champion","Hoodie Champion Powerblend Graphic Hombre","27.96","https://fitpoint.ec/hoodie-champion-powerblend-graphic-hombre-gf89h-y06794-5.html"
"Champion","Hoodie Champion Powerblend Graphic Hombre","27.96","https://fitpoint.ec/hoodie-champion-powerblend-graphic-hombre-gf89h-y06794-6.html"
"Champion","Buzo Champion Powerblend Graphic Crew Hombre","25.96","https://fitpoint.ec/buzo-champion-powerblend-graphic-crew-hombre-gf89h-y08160-1.html"
"Champion","Hoodie Champion Powerblend Graphic Hombre","25.96","https://fitpoint.ec/hoodie-champion-powerblend-graphic-hombre-gf89h-y08160-2.html"
"Champion","Hoodie Champion Powerblend Graphic Hombre","25.96","https://fitpoint.ec/hoodie-champion-powerblend-graphic-hombre-gf89h-y08160-3.html"
"Champion","Hoodie Champion Powerblend Graphic Hombre","25.96","https://fitpoint.ec/hoodie-champion-powerblend-graphic-hombre-gf89h-y08160-4.html"
"Champion","Hoodie Champion Powerblend Graphic Hombre","25.96","https://fitpoint.ec/hoodie-champion-powerblend-graphic-hombre-gf89h-y08160-6.html"
"Champion","Hoodie Champion Powerblend Graphic Hombre","25.96","https://fitpoint.ec/hoodie-champion-powerblend-graphic-hombre-gf89h-y08160-8.html"
"Champion","Camiseta Champion The Classic Mujer","11.96","https://fitpoint.ec/camiseta-champion-the-classic-mujer-gt18h-5865eb-1.html"
"Champion","Camiseta Champion The Classic Tee Mujer","11.96","https://fitpoint.ec/camiseta-champion-the-classic-tee-mujer-gt18h-5865gb-1.html"
"Champion","Camiseta Champion The Classic Tee Mujer","11.96","https://fitpoint.ec/camiseta-champion-the-classic-tee-mujer-gt18h-586a0c-1.html"
"Champion","Camiseta Champion The Classic Tee Mujer","11.96","https://fitpoint.ec/camiseta-champion-the-classic-tee-mujer-gt18h-586azc-1.html"
"Champion","Camiseta Champion The Classic Tee Mujer","11.96","https://fitpoint.ec/camiseta-champion-the-classic-tee-mujer-gt18h-586plb-2.html"
"Champion","Camiseta Champion The Classic Tee Mujer","11.96","https://fitpoint.ec/camiseta-champion-the-classic-tee-mujer-gt18h-586plb-3.html"
"Champion","Camiseta Champion The Classic Tee Mujer","11.96","https://fitpoint.ec/camiseta-champion-the-classic-tee-mujer-gt18h-586plb-4.html"
"Champion","Camiseta Champion The Classic Tee Mujer","11.96","https://fitpoint.ec/camiseta-champion-the-classic-tee-mujer-gt18h-586plb-5.html"
"Champion","Camiseta Champion The Classic Tee Mujer","11.96","https://fitpoint.ec/camiseta-champion-the-classic-tee-mujer-gt18h-586plb-6.html"
"Champion","Camiseta Champion The Classic Tee Mujer","12.22","https://fitpoint.ec/camiseta-champion-the-classic-tee-mujer-gt18h-y08113-1.html"
"Champion","Camiseta Champion The Classic Mujer","11.96","https://fitpoint.ec/camiseta-champion-the-classic-mujer-gt18h-y08113-3.html"
"Champion","Short Champion Sport 4 Mujer","21.96","https://fitpoint.ec/short-champion-sport-4-mujer-m1718-ch-001-1.html"
"Champion","Short Champion Sport 4 Mujer","21.96","https://fitpoint.ec/short-champion-sport-4-mujer-m1718-ch-100-1.html"
"Champion","Short Champion Sport 4 Mujer","21.96","https://fitpoint.ec/short-champion-sport-4-mujer-m1718-ch-25q-1.html"
"Champion","Pantalon Champion Soft Touch Sweats Mujer","27.96","https://fitpoint.ec/pantalon-champion-soft-touch-sweats-mujer-m4802-586644-2.html"
"Champion","Pantalon Champion Soft Touch Sweats Mujer","27.96","https://fitpoint.ec/pantalon-champion-soft-touch-sweats-mujer-m4802-586644-3.html"
"Champion","Short Champion Train Mujer","21.96","https://fitpoint.ec/short-champion-train-mujer-m6634n-5865ub-1.html"
"Champion","Short Champion Train Mujer","21.96","https://fitpoint.ec/short-champion-train-mujer-m6634n-5865ub-2.html"
"Champion","Short Champion Train Mujer","21.96","https://fitpoint.ec/short-champion-train-mujer-m6634n-586g6b-1.html"
"Champion","Short Champion Sport 4 Mujer","15.96","https://fitpoint.ec/short-champion-sport-4-mujer-m7129-ch-001-1.html"
"Champion","Short Champion Mesh Mujer","15.96","https://fitpoint.ec/short-champion-mesh-mujer-m7129-ch-100-1.html"
"Champion","Short Champion Mesh Mujer","15.96","https://fitpoint.ec/short-champion-mesh-mujer-m7129-ch-25q-1.html"
"Champion","Short Champion Mesh Mujer","15.96","https://fitpoint.ec/short-champion-mesh-mujer-m7129-ch-ry7-1.html"
"Champion","Jogger Champion Powerblend Cargo Hombre","27.96","https://fitpoint.ec/jogger-champion-powerblend-cargo-hombre-p59387-549314-1.html"
"Champion","Jogger Champion Powerblend Cargo Hombre","27.96","https://fitpoint.ec/jogger-champion-powerblend-cargo-hombre-p59387-549314-2.html"
"Champion","Camiseta Champion Classic Tee Hombre","9.96","https://fitpoint.ec/camiseta-champion-classic-tee-hombre-t0223-ch-afvu-1.html"
"Champion","Camiseta Champion Classic Tee Hombre","9.96","https://fitpoint.ec/camiseta-champion-classic-tee-hombre-t0223-ch-cdc-1.html"
"Champion","Polo Champion Hombre","27.45","https://fitpoint.ec/polo-champion-hombre-t79189-586dja-2.html"
"Champion","Polo Champion Hombre","27.45","https://fitpoint.ec/polo-champion-hombre-t79189-586dja-3.html"
"Champion","Camiseta Champion Graphic Powerblend Tee Hombre","13.97","https://fitpoint.ec/camiseta-champion-graphic-powerblend-tee-hombre-t8533g-y07718-1.html"
"Champion","Camiseta Champion Graphic Powerblend Tee Hombre","13.96","https://fitpoint.ec/camiseta-champion-graphic-powerblend-tee-hombre-t8533g-y07718-2.html"
"Champion","Camiseta Champion Graphic Powerblend Tee Hombre","13.97","https://fitpoint.ec/camiseta-champion-graphic-powerblend-tee-hombre-t8533g-y07718-3.html"
"Champion","Camiseta Champion Graphic Powerblend Tee Hombre","13.97","https://fitpoint.ec/camiseta-champion-graphic-powerblend-tee-hombre-t8533g-y07718-4.html"
"Champion","Camiseta Champion Classic Vintage Hombre","17.47","https://fitpoint.ec/camiseta-champion-classic-vintage-hombre-t98658-5864kb-1.html"
"Champion","Camiseta Champion Classic Vintage Hombre","17.47","https://fitpoint.ec/camiseta-champion-classic-vintage-hombre-t98658-5864kb-2.html"
"Champion","Camiseta Champion Classic Vintage Hombre","17.47","https://fitpoint.ec/camiseta-champion-classic-vintage-hombre-t98658-5864kb-3.html"
"Champion","Camiseta Champion Classic Vintage Hombre","17.47","https://fitpoint.ec/camiseta-champion-classic-vintage-hombre-t98658-5864lb-1.html"
"Champion","Camiseta Champion Classic Vintage Hombre","17.47","https://fitpoint.ec/camiseta-champion-classic-vintage-hombre-t98658-5864lb-2.html"
"Champion","Camiseta Champion Classic Vintage Hombre","17.47","https://fitpoint.ec/camiseta-champion-classic-vintage-hombre-t98658-5864lb-3.html"
"Champion","Camiseta Champion Classic Loose Fit Mujer","13.96","https://fitpoint.ec/camiseta-champion-classic-loose-fit-mujer-w1042g-5865pb-1.html"
"Champion","Camiseta Champion Classic Loose Fit Mujer","13.96","https://fitpoint.ec/camiseta-champion-classic-loose-fit-mujer-w1042g-5865rb-1.html"
"Champion","Camiseta Champion Classic Loose Fit Mujer","13.96","https://fitpoint.ec/camiseta-champion-classic-loose-fit-mujer-w1042g-5865sb-1.html"
"Champion","Camiseta Champion Classic Loose Fit Mujer","13.96","https://fitpoint.ec/camiseta-champion-classic-loose-fit-mujer-w1042g-586a3c-1.html"
"Champion","Camiseta Champion Classic Loose Fit Tee Mujer","13.96","https://fitpoint.ec/camiseta-champion-classic-loose-fit-tee-mujer-w1042g-586a4c-2.html"
"Champion","Camiseta Champion Classic Loose Fit Mujer","13.96","https://fitpoint.ec/camiseta-champion-classic-loose-fit-mujer-w1042g-586a6c-1.html"
"Champion","Buzo Champion Ribbed Long Sleeve Mujer","21.96","https://fitpoint.ec/buzo-champion-ribbed-long-sleeve-mujer-w3241-5865db-3.html"
"Champion","Camiseta Champion High Neck Ribbed Tank Mujer","13.96","https://fitpoint.ec/camiseta-champion-high-neck-ribbed-tank-mujer-w6693-ch-001-1.html"
"Champion","Camiseta Champion High Neck Ribbed Tank Mujer","13.96","https://fitpoint.ec/camiseta-champion-high-neck-ribbed-tank-mujer-w6693-ch-100-1.html"
"Ecco","Zapatos Ecco Ult/Trn W Taupe Taupe Ust Oil Nubuck Tex Mujer","107.45","https://fitpoint.ec/zapatos-ecco-ult-trn-w-taupe-taupe-ust-oil-nubuck-tex-mujer-82425360418-ec-036.html"
"Ecco","Zapatos Ecco Ult/Trn M Black Cognac Hombre","112.45","https://fitpoint.ec/zapatos-ecco-ult-trn-m-black-cognac-hombre-82425451866-ec-002.html"
"Ecco","Zapatos Ecco Ult/Trn W Taupe Taupe Taupe Mujer","127.45","https://fitpoint.ec/zapatos-ecco-ult-trn-w-taupe-taupe-taupe-mujer-82427360443-ec-036.html"
"Ecco","Zapatos Ecco Ult/Trn M Black Black Black Hombre","127.45","https://fitpoint.ec/zapatos-ecco-ult-trn-m-black-black-black-hombre-82427451094-ec-002.html"
"Ecco","Zapatos Ecco Ult/Trn M Sierra Cognac Black Hombre","127.45","https://fitpoint.ec/zapatos-ecco-ult-trn-m-sierra-cognac-black-hombre-82427460592-ec-035.html"
"Fjallraven","Mochila Kanken Unisex","80.00","https://fitpoint.ec/mochila-kanken-unisex-f23510-fja-031.html"
"Fjallraven","Mochila Kanken Unisex","80.00","https://fitpoint.ec/mochila-kanken-unisex-f23510-fja-221.html"
"Fjallraven","Mochila Kanken Unisex","80.00","https://fitpoint.ec/mochila-kanken-unisex-f23510-fja-243.html"
"Fjallraven","Mochila Kanken Unisex","80.00","https://fitpoint.ec/mochila-kanken-unisex-f23510-fja-326.html"
"Fjallraven","Mochila Kanken Unisex","80.00","https://fitpoint.ec/mochila-kanken-unisex-f23510-fja-457.html"
"Fjallraven","Mochila Kanken Unisex","80.00","https://fitpoint.ec/mochila-kanken-unisex-f23510-fja-501.html"
"Fjallraven","Mochila Kanken Unisex","80.00","https://fitpoint.ec/mochila-kanken-unisex-f23510-fja-550.html"
"Fjallraven","Mochila Kanken Unisex","80.00","https://fitpoint.ec/mochila-kanken-unisex-f23510-fja-560.html"
"Fjallraven","Mochila Kanken Unisex","80.00","https://fitpoint.ec/mochila-kanken-unisex-f23510-fja-576.html"
"Fjallraven","Mochila Kanken Unisex","80.00","https://fitpoint.ec/mochila-kanken-unisex-f23510-fja-600.html"
"Fjallraven","Mochila Kanken Mini Unisex","64.00","https://fitpoint.ec/mochila-kanken-mini-unisex-f23561-fja-031.html"
"Fjallraven","Mochila Kanken Mini Unisex","64.00","https://fitpoint.ec/mochila-kanken-mini-unisex-f23561-fja-160.html"
"Fjallraven","Mochila Kanken Mini Unisex","64.00","https://fitpoint.ec/mochila-kanken-mini-unisex-f23561-fja-221.html"
"Fjallraven","Mochila Kanken Mini Unisex","64.00","https://fitpoint.ec/mochila-kanken-mini-unisex-f23561-fja-243.html"
"Fjallraven","Mochila Kanken Mini Unisex","64.00","https://fitpoint.ec/mochila-kanken-mini-unisex-f23561-fja-326.html"
"Fjallraven","Mochila Kanken Mini Unisex","64.00","https://fitpoint.ec/mochila-kanken-mini-unisex-f23561-fja-501.html"
"Fjallraven","Mochila Kanken Mini Unisex","64.00","https://fitpoint.ec/mochila-kanken-mini-unisex-f23561-fja-540.html"
"Fjallraven","Mochila Kanken Mini Unisex","64.00","https://fitpoint.ec/mochila-kanken-mini-unisex-f23561-fja-560.html"
"Fjallraven","Mochila Kanken Mini Unisex","64.00","https://fitpoint.ec/mochila-kanken-mini-unisex-f23561-fja-664.html"
"Hydro Flask","Termo Hydro Flask 24 Oz Standard Flex Cap Black","26.94","https://fitpoint.ec/termo-hydro-flask-24-oz-standard-flex-cap-black-s24sx-001-hy-003.html"
"Hydro Flask","Termo Hydro Flask 24 Oz Standard Flex Cap Indigo","29.94","https://fitpoint.ec/termo-hydro-flask-24-oz-standard-flex-cap-indigo-s24sx-464-hy-007.html"
"Hydro Flask","Termo Hydro Flask 12 L Carry Out Soft Cooler Baltic","59.43","https://fitpoint.ec/termo-hydro-flask-12-l-carry-out-soft-cooler-baltic-hcs461-hy-461.html"
"Hydro Flask","Termo Hydro Flask 1 Qt Bowl W. Lid Birch","20.94","https://fitpoint.ec/termo-hydro-flask-1-qt-bowl-w-lid-birch-okb1035-hy-035.html"
"Hydro Flask","Termo Hydro Flask 3 Qt Serving Bowl W. Lid Birch","41.94","https://fitpoint.ec/termo-hydro-flask-3-qt-serving-bowl-w-lid-birch-okb3035-hy-035.html"
"Hydro Flask","Termo Hydro Flask 12 Oz Outdoor Tumbler Birch","20.94","https://fitpoint.ec/termo-hydro-flask-12-oz-outdoor-tumbler-birch-okt12035-hy-35.html"
"Hydro Flask","Termo Hydro Flask 5 L Insulated Lunch Bag Raisin","38.43","https://fitpoint.ec/termo-hydro-flask-5-l-insulated-lunch-bag-raisin-sl5638-hy-638.html"
"Hydro Flask","Termo Hydro Flask 28 Oz All Around Tumbler Press-In Lid Dew","23.94","https://fitpoint.ec/termo-hydro-flask-28-oz-all-around-tumbler-press-in-lid-dew-t28cpb441-hy-441.html"
"Hydro Flask","Termo Hydro Flask 12 Oz Wide Flex Sip Lid White","23.94","https://fitpoint.ec/termo-hydro-flask-12-oz-wide-flex-sip-lid-white-w12bcx110-hy-110.html"
"Hydro Flask","Termo Hydro Flask 12 Oz Wide Flex Sip Lid Pacific","23.94","https://fitpoint.ec/termo-hydro-flask-12-oz-wide-flex-sip-lid-pacific-w12bcx415-hy-415.html"
"Hydro Flask","Termo Hydro Flask 12 Oz Kids Wide Mouth Straw Lid And Boot Dew","23.94","https://fitpoint.ec/termo-hydro-flask-12-oz-kids-wide-mouth-straw-lid-and-boot-dew-w12bswbb441-hy-441.html"
"Hydro Flask","Termo Hydro Flask 16 Oz Wide Flex Sip Lid Stone","23.94","https://fitpoint.ec/termo-hydro-flask-16-oz-wide-flex-sip-lid-stone-w16bcx010-hy-010.html"
"Hydro Flask","Base Hydro Flask Medium Bottle Boot","7.92","https://fitpoint.ec/base-hydro-flask-medium-bottle-boot-bbm-hy-001.html"
"Hydro Flask","Termo Hydro Flask 24 OZ Insulated Shaker","31.92","https://fitpoint.ec/termo-hydro-flask-24-oz-insulated-shaker-mxb24-hy-001.html"
"Hydro Flask","Termo Hydro Flask 24 OZ Insulated Shaker","31.92","https://fitpoint.ec/termo-hydro-flask-24-oz-insulated-shaker-mxc24-hy-677.html"
"Hydro Flask","Sorbete Hydro Flask 3-Pack","5.52","https://fitpoint.ec/sorbete-hydro-flask-3-pack-rsp-hy-cle.html"
"Hydro Flask","Termo Hydro Flask 21 OZ Standard Flex Straw","39.92","https://fitpoint.ec/termo-hydro-flask-21-oz-standard-flex-straw-s21cfs-hy-035.html"
"Hydro Flask","Termo Hydro Flask 21 OZ Standard Flex","31.92","https://fitpoint.ec/termo-hydro-flask-21-oz-standard-flex-s21csx-hy-677.html"
"Hydro Flask","Termo Hydro Flask 24 OZ Standard Flex","39.92","https://fitpoint.ec/termo-hydro-flask-24-oz-standard-flex-s24csx-hy-035.html"
"Hydro Flask","Termo Hydro Flask 24 OZ Standard Flex","39.92","https://fitpoint.ec/termo-hydro-flask-24-oz-standard-flex-s24csx-hy-338.html"
"Hydro Flask","Termo Hydro Flask 24 OZ Standard Flex","39.92","https://fitpoint.ec/termo-hydro-flask-24-oz-standard-flex-s24csx-hy-374.html"
"Hydro Flask","Termo Hydro Flask 24 OZ Standard Flex","39.92","https://fitpoint.ec/termo-hydro-flask-24-oz-standard-flex-s24csx-hy-484.html"
"Hydro Flask","Termo Hydro Flask 24 OZ Standard Flex","39.92","https://fitpoint.ec/termo-hydro-flask-24-oz-standard-flex-s24csx-hy-677.html"
"Hydro Flask","Termo Hydro Flask 24 OZ Standard Flex","39.92","https://fitpoint.ec/termo-hydro-flask-24-oz-standard-flex-s24csx-hy-678.html"
"Hydro Flask","Base Hydro Flask Medium Tumbler Boot","7.92","https://fitpoint.ec/base-hydro-flask-medium-tumbler-boot-tbm-hy-001.html"
"Hydro Flask","Base Hydro Flask Medium Tumbler Boot","7.92","https://fitpoint.ec/base-hydro-flask-medium-tumbler-boot-tbm-hy-139.html"
"Hydro Flask","Base Hydro Flask Medium Tumbler Boot","7.92","https://fitpoint.ec/base-hydro-flask-medium-tumbler-boot-tbm-hy-217.html"
"Hydro Flask","Base Hydro Flask Medium Tumbler Boot","7.92","https://fitpoint.ec/base-hydro-flask-medium-tumbler-boot-tbm-hy-526.html"
"Hydro Flask","Base Hydro Flask Medium Tumbler Boot","7.92","https://fitpoint.ec/base-hydro-flask-medium-tumbler-boot-tbm-hy-677.html"
"Hydro Flask","Termo Hydro Flask 40 OZ Travel Tumbler","39.92","https://fitpoint.ec/termo-hydro-flask-40-oz-travel-tumbler-tt40psc-hy-526.html"
"Hydro Flask","Termo Hydro Flask 40 OZ Travel Tumbler","39.92","https://fitpoint.ec/termo-hydro-flask-40-oz-travel-tumbler-tt40psc-hy-677.html"
"Hydro Flask","Termo Hydro Flask 40 OZ Travel Tumbler","39.92","https://fitpoint.ec/termo-hydro-flask-40-oz-travel-tumbler-tt40psc-hy-690.html"
"Hydro Flask","Termo Hydro Flask 24 OZ Wide Flex Straw","39.92","https://fitpoint.ec/termo-hydro-flask-24-oz-wide-flex-straw-w24cfs-hy-338.html"
"Hydro Flask","Termo Hydro Flask 24 OZ Wide Flex Straw","39.92","https://fitpoint.ec/termo-hydro-flask-24-oz-wide-flex-straw-w24cfs-hy-484.html"
